Date&Time,Open,High,Low,Close,Volume,52_Week_High,52_Week_Low,RSI,MACD,Signal,BB_Upper,BB_Lower,Volatility,%K,%D,OBV,APO,PPO,PPO_Signal,SMA,EMA,Implied_Volatility,Delta,Gamma,Theta,Vega,Strike Prices
2012-01-23,189.6,194.4,188.32,192.22,1569674,194.4,151.31,81.66406858924393,8.631859213908314,6.588200693415987,0.0,0.0,0.0,93.66094794998544,94.39870774179506,8085059,8.631859213908314,5.060715586054662,3.952303241218365,0.0,173.53451118689006,0.382107682266311,0.4155170064139282,0.0172333691985025,-0.0453607074777712,0.0190157061628594,[]
2012-01-24,193.76,202.89,190.4,200.52,3961169,202.89,151.31,82.56761763616151,9.693375220860332,7.209235598904857,0.0,0.0,0.0,94.43531345386246,94.7266833701958,12046228,9.693375220860332,5.61008569445734,4.28385973186616,0.0,176.10455774051957,0.382107682266311,0.4155170064139282,0.0172333691985025,-0.0453607074777712,0.0190157061628594,[]
2012-01-25,201.0,203.4,197.4,200.19,2210869,203.4,151.31,86.69519548725924,10.3882567052716,7.845039820178206,0.0,0.0,0.0,92.55220417633409,93.54948852672732,9835359,10.3882567052716,5.942435050477871,4.615574795588502,0.0,178.3984093842796,0.382107682266311,0.4155170064139282,0.0172333691985025,-0.0453607074777712,0.0190157061628594,[]
2012-01-27,199.71,200.38,192.82,194.23,1419769,203.4,151.31,77.49252681554418,10.33885323345396,8.343802502833357,204.8852954629729,148.81670453702708,0.0,78.7238979118329,88.57047184734317,8415590,10.33885323345396,5.865917013858705,4.865643239242543,176.851,179.90617991911012,0.382107682266311,0.4155170064139282,0.0172333691985025,-0.0453607074777712,0.0190157061628594,[]
2012-01-30,193.0,195.5,190.45,191.05,1510024,203.4,151.31,72.48148785947993,9.928649906719867,8.66077198361066,205.1239713022784,152.35802869772164,0.0,67.19787516600267,79.49132575138988,6905566,9.928649906719867,5.5983665363301895,5.0121878986600725,178.741,180.9674961172901,0.382107682266311,0.4155170064139282,0.0172333691985025,-0.0453607074777712,0.0190157061628594,[]
2012-01-31,194.0,196.45,184.0,188.23,10491404,203.4,151.31,65.10116948208648,9.269161261481258,8.78244983918478,205.35472595086569,154.90827404913435,0.0,51.53354632587857,65.81843980123804,-3585838,9.269161261481258,5.202862012950141,5.050322721518087,180.13150000000002,181.65916315373863,0.382107682266311,0.4155170064139282,0.0172333691985025,-0.0453607074777712,0.0190157061628594,[]
2012-02-01,188.0,192.94,186.72,191.16,3862509,203.4,151.31,64.30605657869754,8.880568604824418,8.80207359231271,205.4458789656254,157.96112103437463,0.0,59.736842105263136,59.48942119904813,276671,8.880568604824418,4.957932716667918,5.031844720548053,181.7035,182.5640047581445,0.382107682266311,0.4155170064139282,0.0172333691985025,-0.0453607074777712,0.0190157061628594,[]
2012-02-02,193.98,194.74,184.0,190.56,4045304,203.4,151.31,60.23775363804057,8.427049359810411,8.72706874581225,205.70762939871005,160.21937060128997,0.0,57.76315789473684,56.34451544195952,-3768633,8.427049359810411,4.682581062184298,4.961991988875302,182.9635,183.3255281145117,0.382107682266311,0.4155170064139282,0.0172333691985025,-0.0453607074777712,0.0190157061628594,[]
2012-02-03,189.35,193.27,188.0,192.56,2196334,203.4,151.31,63.81378328928642,8.135237423006743,8.60870248125115,205.4122947348312,163.52470526516885,0.0,64.34210526315789,60.61403508771929,-1572299,8.135237423006743,4.497120713118891,4.86901773372402,184.4685,184.20500162741536,0.382107682266311,0.4155170064139282,0.0172333691985025,-0.0453607074777712,0.0190157061628594,[]
2012-02-06,193.0,196.3,192.87,194.91,2151239,203.4,151.31,67.80546623794208,8.001364966274423,8.487234978255804,204.86645508967672,167.26554491032323,0.0,66.48243189893405,62.86256501894294,578940,8.001364966274423,4.397884767369031,4.774791140453022,186.066,185.22452528194725,0.382107682266311,0.4155170064139282,0.0172333691985025,-0.0453607074777712,0.0190157061628594,[]
2012-02-07,196.0,198.8,195.02,196.56,1823009,203.4,151.31,64.46317657497778,7.936919423634862,8.377171867331615,204.1441845763868,171.1498154236132,0.0,71.95571955719558,67.59341890642918,2401949,7.936919423634862,4.336643406340452,4.687161593630508,187.647,186.3040943027142,0.382107682266311,0.4155170064139282,0.0172333691985025,-0.0453607074777712,0.0190157061628594,[]
2012-02-08,197.02,199.42,195.01,196.14,2082204,203.4,151.31,68.58626386594285,7.762474403918532,8.254232374648998,204.0013427269176,173.7106572730824,0.0,67.34143049932517,68.5931939851516,319745,7.762474403918532,4.218925531104533,4.593514381125313,188.856,187.24084722626523,0.382107682266311,0.4155170064139282,0.0172333691985025,-0.0453607074777712,0.0190157061628594,[]
2012-02-09,196.0,200.8,195.63,200.11,1398514,203.4,151.31,70.00901306894997,7.854034865349689,8.174192872789137,204.7424415556434,175.37155844435662,0.0,83.87254901960789,74.38989969204289,1718259,7.854034865349689,4.241167421406672,4.523044989181585,190.057,188.4664808237638,0.382107682266311,0.4155170064139282,0.0172333691985025,-0.0453607074777712,0.0190157061628594,[]
2012-02-10,199.6,204.8,199.23,201.53,3017919,204.8,151.31,65.3746097814776,7.9495419520510495,8.12926268864152,205.93069533294377,176.2793046670562,0.0,84.2788461538461,78.49760855759304,4736178,7.9495419520510495,4.264858703821383,4.471407732109545,191.105,189.71062550721484,0.382107682266311,0.4155170064139282,0.0172333691985025,-0.0453607074777712,0.0190157061628594,[]
2012-02-13,202.0,202.0,196.25,198.95,2343564,204.8,151.31,58.737990132433104,7.727964405141279,8.04900303194147,206.1593917730793,178.04860822692072,0.3282666245723132,71.87499999999991,80.0087983911513,2392614,7.727964405141279,4.125403414389921,4.40220686856562,192.104,190.5905659350992,0.382107682266311,0.4155170064139282,0.0172333691985025,-0.0453607074777712,0.0190157061628594,[]
2012-02-14,198.4,204.29,198.02,203.15,2831564,204.8,151.31,53.82156349898283,7.801338527589252,7.999470131071027,206.4143206393425,180.3896793606574,0.3113831804463461,92.06730769230766,82.74038461538456,5224178,7.801338527589252,4.138676265924846,4.349500748037466,193.402,191.7867025127088,0.382107682266311,0.4155170064139282,0.0172333691985025,-0.0453607074777712,0.0190157061628594,[]
2012-02-15,204.8,211.56,204.0,210.06,3401819,211.56,151.31,62.03952183459379,8.321146304121584,8.063805365681139,208.86286213840285,180.59513786159712,0.317689889825151,94.55732946298984,86.16654571843247,8625997,8.321146304121584,4.377349220161708,4.355070442462314,194.729,193.52701655911744,0.382107682266311,0.4155170064139282,0.0172333691985025,-0.0453607074777712,0.0190157061628594,[]
2012-02-16,209.04,212.76,207.4,211.33,1998069,212.76,151.31,73.55371900826445,8.734885772297957,8.198021447004503,210.57366915122552,181.9783308487745,0.3083680002522366,95.02781641168296,93.8841511889935,10624066,8.734885772297957,4.557288661313992,4.39551408623265,196.276,195.22253879158245,0.382107682266311,0.4155170064139282,0.0172333691985025,-0.0453607074777712,0.0190157061628594,[]
2012-02-17,212.0,217.86,212.0,215.3,2697194,217.86,151.31,82.69075222431914,9.27619292517349,8.413655742638301,213.0350491211893,182.81195087881068,0.299732900182193,92.43945658594212,94.00820082020498,13321260,9.27619292517349,4.795906726877558,4.475592614361632,197.9235,197.1346779542889,0.382107682266311,0.4155170064139282,0.0172333691985025,-0.0453607074777712,0.0190157061628594,[]
2012-02-21,215.54,218.21,213.2,214.35,1294669,218.21,151.31,87.08120386144228,9.518798894803354,8.634684373071313,215.4211673945303,182.88983260546968,0.3018843062299832,88.71674948845363,92.06134082869288,12026591,9.518798894803354,4.882201269707384,4.556914345430783,199.1555,198.7742324348328,0.382107682266311,0.4155170064139282,0.0172333691985025,-0.0453607074777712,0.0190157061628594,[]
2012-02-22,216.8,218.01,203.66,205.36,2349734,218.21,151.31,67.19961240310077,8.88324745910245,8.684396990277541,215.9597068629128,183.6652931370872,0.3371443176718907,62.43788365974864,81.19802991138145,9676857,8.88324745910245,4.538310595645342,4.553193595473695,199.8125,199.4014483934201,0.382107682266311,0.4155170064139282,0.0172333691985025,-0.0453607074777712,0.0190157061628594,[]
2012-02-23,203.0,207.3,198.22,200.55,5007369,218.21,151.31,60.98043526049681,7.900371007096311,8.527591793641296,215.96148916444287,183.66651083555703,0.3324382466514679,41.54253558424366,64.23238957748198,4669488,7.900371007096311,4.028839622984899,4.448322800975936,199.814,199.51083426071347,0.382107682266311,0.4155170064139282,0.0172333691985025,-0.0453607074777712,0.0190157061628594,[]
2012-02-24,201.6,204.0,192.2,193.04,3546479,218.21,151.31,50.47058823529411,6.441190071682996,8.110311449249636,215.883123159404,183.02987684059607,0.3502624008687874,3.229527104959642,35.73664878298398,1123009,6.441190071682996,3.2885174531762025,4.216361731415989,199.4565,198.89456433112173,0.382107682266311,0.4155170064139282,0.0172333691985025,-0.0453607074777712,0.0190157061628594,[]
2012-02-27,192.4,193.67,177.64,181.78,2833264,218.21,151.31,39.04189617759975,4.3263196513827324,7.353513089676255,216.95118277158343,180.71681722841657,0.3886128125520552,10.204584668474274,18.32554911922585,-1710255,4.3263196513827324,2.220612877010446,3.817211960534881,198.834,197.26460582339584,0.382107682266311,0.4155170064139282,0.0172333691985025,-0.0453607074777712,0.0190157061628594,[]
2012-02-28,184.8,193.98,182.45,190.26,3359014,218.21,151.31,45.28019178903206,3.2965343403054987,6.542117339802104,216.9864305129908,180.6025694870092,0.4090538071306583,31.10672911017993,14.846946961204615,1648759,3.2965343403054987,1.6949869914510738,3.39276696671812,198.7945,196.597500506882,0.382107682266311,0.4155170064139282,0.0172333691985025,-0.0453607074777712,0.0190157061628594,[]
2012-02-29,191.6,196.37,189.19,190.66,2111589,218.21,151.31,45.89328537170265,2.484063975896788,5.730506667021041,216.8413497653613,180.99065023463868,0.4074605656838566,32.09267931969436,24.467997699449523,3760348,2.484063975896788,1.279101690829287,2.9700339115403533,198.916,196.03202426813127,0.382107682266311,0.4155170064139282,0.0172333691985025,-0.0453607074777712,0.0190157061628594,[]
2012-03-01,191.18,191.95,186.25,189.73,1544974,218.21,151.31,41.84987437185928,1.745016665025048,4.933408666621843,216.91096264855383,180.77803735144613,0.3959288968097889,29.80034508257332,30.999917837482545,2215374,1.745016665025048,0.9000851448385354,2.55604415819999,198.8445,195.4318314806902,0.382107682266311,0.4155170064139282,0.0172333691985025,-0.0453607074777712,0.0190157061628594,[]
2012-03-02,192.0,194.8,187.31,190.74,1968304,218.21,151.31,41.4730519993678,1.2266745648830977,4.192061846274094,216.90275690262217,180.80424309737785,0.3922401861255239,32.28986936159728,31.394297921288324,4183678,1.2266745648830977,0.6334808011909172,2.1715314867981754,198.8535,194.9849903872912,0.382107682266311,0.4155170064139282,0.0172333691985025,-0.0453607074777712,0.0190157061628594,[]
2012-03-03,191.8,192.78,188.4,191.45,260729,218.21,151.31,43.89250814332249,0.8632250611834422,3.526294489255964,216.9353503548548,180.66064964514527,0.3913720936172965,34.03993098348532,32.04338180921864,4444407,0.8632250611834422,0.4461615923859642,1.8264575079157328,198.798,194.6483246361205,0.382107682266311,0.4155170064139282,0.0172333691985025,-0.0453607074777712,0.0190157061628594,[]
2012-03-05,192.5,192.5,185.04,188.21,2524964,218.21,151.31,37.64063534083389,0.3101723154223919,2.8830700544892496,217.1421255289516,179.7838744710485,0.3778453611587485,26.05373428641857,30.79451154383372,1919443,0.3101723154223919,0.1606378925073529,1.4932935848340572,198.463,194.035150861252,0.382107682266311,0.4155170064139282,0.0172333691985025,-0.0453607074777712,0.0190157061628594,[]
2012-03-06,188.2,193.56,184.12,186.66,2156384,218.21,151.31,28.75816993464052,-0.2503125687541967,2.2563935298405604,217.37017090403765,178.56582909596233,0.3763360439255765,22.23317722455017,27.44228083148469,-236941,-0.2503125687541967,-0.1299570613282782,1.16864345560159,197.968,193.33275554113268,0.382107682266311,0.4155170064139282,0.0172333691985025,-0.0453607074777712,0.0190157061628594,[]
2012-03-07,186.65,188.0,183.6,186.46,1138559,218.21,151.31,26.97648583595628,-0.7025407535791146,1.6646066731566254,217.5497733204424,177.41822667955756,0.3533111353973631,21.740202119793,23.34237121025392,-1375500,-0.7025407535791146,-0.3656094631681092,0.8617928718476502,197.484,192.6782073943581,0.382107682266311,0.4155170064139282,0.0172333691985025,-0.0453607074777712,0.0190157061628594,[]
2012-03-09,188.8,192.0,188.41,191.54,1121264,218.21,151.31,28.447024673439746,-0.6436022573185198,1.2029648870615963,217.25075997018035,176.86024002981966,0.3633860204683352,34.261769780626075,26.07838304165641,-254236,-0.6436022573185198,-0.3350168228484161,0.622430932908437,197.0555,192.5698066901336,0.382107682266311,0.4155170064139282,0.0172333691985025,-0.0453607074777712,0.0190157061628594,[]
2012-03-12,196.58,197.59,191.91,194.21,1752389,218.21,151.31,32.283603096410985,-0.3770994211335221,0.8869520254225729,216.8084991118636,176.57050088813642,0.3554461122293877,41.04533069110731,32.349100863842125,1498153,-0.3770994211335221,-0.1961342685752455,0.4587178926117005,196.6895,192.72601557678743,0.382107682266311,0.4155170064139282,0.0172333691985025,-0.0453607074777712,0.0190157061628594,[]
2012-03-13,196.36,197.33,194.42,195.26,1597034,218.21,151.31,39.67280163599179,-0.0802427896936137,0.6935130623993356,216.6043841225365,176.40561587746348,0.352262617756978,59.40660822656773,44.90456956610037,3095187,-0.0802427896936137,-0.0416872222557199,0.3586368696382164,196.505,192.96734742661724,0.382107682266311,0.4155170064139282,0.0172333691985025,-0.0453607074777712,0.0190157061628594,[]
2012-03-14,197.41,206.94,196.25,205.31,3922719,218.21,151.31,54.39601034355374,0.9549610416589474,0.745802658251258,216.8851931407742,176.3408068592258,0.3768401954587322,94.4368600682594,64.96293299531148,7017906,0.9549610416589474,0.4936792938195394,0.385645354474481,196.613,194.1428381478918,0.382107682266311,0.4155170064139282,0.0172333691985025,-0.0453607074777712,0.0190157061628594,[]
2012-03-15,205.6,207.0,198.0,199.34,2585459,218.21,151.31,55.98859315589355,1.278896111332216,0.8524213488674497,215.3966786504824,176.75732134951764,0.3862367061754374,73.91008174386924,75.91785001289878,4432447,1.278896111332216,0.659650676268244,0.4404464188332336,196.077,194.6378059433307,0.382107682266311,0.4155170064139282,0.0172333691985025,-0.0453607074777712,0.0190157061628594,[]
2012-03-16,201.14,204.0,191.11,192.69,2724384,218.21,151.31,61.36695144821838,0.987632748696342,0.8794636288332283,213.1179779625446,177.17202203745538,0.399461066633457,41.71079429735236,70.01924536982699,1708063,0.987632748696342,0.5096486283461994,0.4542868607358268,195.145,194.45230061539445,0.382107682266311,0.4155170064139282,0.0172333691985025,-0.0453607074777712,0.0190157061628594,[]
2012-03-19,193.2,194.0,185.1,185.49,2227909,218.21,151.31,44.89402697495185,0.1738209090392501,0.7383350848744327,209.39546830432937,177.91353169567066,0.4133452139297863,8.076923076923139,41.23259970604824,-519846,0.1738209090392501,0.0899822690525682,0.3814259423991751,193.6545,193.59874817583307,0.382107682266311,0.4155170064139282,0.0172333691985025,-0.0453607074777712,0.0190157061628594,[]
2012-03-20,186.94,192.8,184.68,191.62,2396554,218.21,151.31,50.91533180778033,0.0232410243046103,0.5953162727604683,204.88900787282424,180.1469921271757,0.4231819704237871,34.27350427350431,28.0204072159266,1876708,0.0232410243046103,0.0120384006887387,0.3075484340570879,192.518,193.41029596861085,0.382107682266311,0.4155170064139282,0.0172333691985025,-0.0453607074777712,0.0190157061628594,[]
2012-03-21,190.63,195.46,189.62,195.0,1526214,218.21,151.31,54.80051011113136,0.1746301057882533,0.5111790393660253,202.88529283023684,181.1147071697632,0.4256615709423506,48.71794871794873,30.356125356125386,3402922,0.1746301057882533,0.0903876436893536,0.2641162759835411,192.0,193.5616963525527,0.382107682266311,0.4155170064139282,0.0172333691985025,-0.0453607074777712,0.0190157061628594,[]
2012-03-22,196.3,197.55,187.22,189.05,2118009,218.21,151.31,48.58766505097777,-0.1833941763061943,0.3722643962315813,201.6004410223835,181.2495589776165,0.4348770926885747,23.29059829059836,35.42735042735046,1284913,-0.1833941763061943,-0.095075205511159,0.192277979684601,191.425,193.1320109856429,0.382107682266311,0.4155170064139282,0.0172333691985025,-0.0453607074777712,0.0190157061628594,[]
2012-03-23,189.6,192.11,186.41,190.29,1387374,218.21,151.31,49.03909874088801,-0.3628901901829806,0.2252334789486689,201.4453590263896,181.1296409736104,0.4308822099048611,28.58974358974357,33.532763532763546,2672287,-0.3628901901829806,-0.1883178242588985,0.1161588188959011,191.2875,192.86134327272453,0.382107682266311,0.4155170064139282,0.0172333691985025,-0.0453607074777712,0.0190157061628594,[]
2012-03-26,190.4,190.45,181.2,182.27,1710664,218.21,151.31,45.44058949953945,-1.1391575493151151,-0.0476447267040878,201.37522873791428,181.2487712620857,0.446259879443134,4.147286821705508,18.675876234015806,961623,-1.1391575493151151,-0.5935329813430666,-0.0257795411518924,191.312,191.85264391341744,0.382107682266311,0.4155170064139282,0.0172333691985025,-0.0453607074777712,0.0190157061628594,[]
2012-03-27,185.38,187.8,180.44,185.06,2742514,218.21,151.31,48.79481771617957,-1.5117982717199254,-0.3404754357072553,201.491343798696,180.612656201304,0.4484595620070264,17.394578313253028,16.710536241567365,3704137,-1.5117982717199254,-0.7897827755577966,-0.1785801880330732,191.052,191.2057254454729,0.382107682266311,0.4155170064139282,0.0172333691985025,-0.0453607074777712,0.0190157061628594,[]
2012-03-28,185.6,185.6,181.21,182.46,1558879,218.21,151.31,47.09217795870892,-1.9939321907354213,-0.6711667867128885,201.76770584395976,179.51629415604023,0.4441152711801859,7.605421686747025,9.71576227390185,2145258,-1.9939321907354213,-1.0452797783916803,-0.3519201061047947,190.642,190.37279921257075,0.382107682266311,0.4155170064139282,0.0172333691985025,-0.0453607074777712,0.0190157061628594,[]
2012-03-29,181.0,183.67,179.69,181.91,2087624,218.21,151.31,42.505836575875485,-2.392824210582461,-1.015498271486803,202.04144912318105,178.46055087681898,0.4300477778355689,8.128890516294392,11.042963505431478,57634,-2.392824210582461,-1.2587147743131362,-0.5332790397464631,190.251,189.56681833518303,0.382107682266311,0.4155170064139282,0.0172333691985025,-0.0453607074777712,0.0190157061628594,[]
2012-03-30,184.4,187.12,182.85,185.0,2163919,218.21,151.31,42.87923302922528,-2.43158206988619,-1.2987150311666804,201.9815860611375,177.9464139388625,0.433541678388475,19.443427316001472,11.725913173014291,2221553,-2.43158206988619,-1.2816501100918916,-0.6829532538155488,189.964,189.1318832556418,0.382107682266311,0.4155170064139282,0.0172333691985025,-0.0453607074777712,0.0190157061628594,[]
2012-04-02,186.36,188.38,184.4,185.8,1457604,218.21,151.31,42.65755976404845,-2.370419913273622,-1.5130560075880688,201.8170576282004,177.5459423717996,0.4288926709055432,22.37275723178328,16.648358354693045,3679157,-2.370419913273622,-1.251328972315399,-0.796628397515519,189.6815,188.8145610408188,0.382107682266311,0.4155170064139282,0.0172333691985025,-0.0453607074777712,0.0190157061628594,[]
2012-04-03,185.8,188.0,185.12,186.24,1836724,218.21,151.31,32.603539500091216,-2.260387797257806,-1.6625223655220165,201.80054924171327,177.36545075828673,0.4294108769275623,23.98388868546324,21.933357744416,5515881,-2.260387797257806,-1.194735075112926,-0.8762497330350004,189.583,188.569364751217,0.382107682266311,0.4155170064139282,0.0172333691985025,-0.0453607074777712,0.0190157061628594,[]
2012-04-04,184.4,186.78,184.4,185.86,1056959,218.21,151.31,36.30637952052012,-2.1787342841712416,-1.7657647492518616,201.8059971437399,177.28000285626013,0.4139064096072581,25.38050185109015,23.91238258944556,4458922,-2.1787342841712416,-1.1530827911777777,-0.931616344663556,189.543,188.31133001300583,0.382107682266311,0.4155170064139282,0.0172333691985025,-0.0453607074777712,0.0190157061628594,[]
2012-04-09,184.6,185.2,181.04,182.25,1624209,218.21,151.31,38.69640537029015,-2.377909061278104,-1.88819361165711,201.9575125586182,176.70748744138183,0.4123247479733168,14.333706606942892,21.23269904783209,2834713,-2.377909061278104,-1.2618085351430195,-0.9976547827594489,189.3325,187.7340604879577,0.382107682266311,0.4155170064139282,0.0172333691985025,-0.0453607074777712,0.0190157061628594,[]
2012-04-10,182.65,183.51,180.0,181.38,1526604,218.21,151.31,44.84316185696359,-2.576260706461227,-2.025807030617933,201.88561057581583,175.76338942418417,0.3988488465279787,9.462486002239622,16.39223148675755,1308109,-2.576260706461227,-1.3708723560632607,-1.072298297420211,188.8245,187.12891187005687,0.382107682266311,0.4155170064139282,0.0172333691985025,-0.0453607074777712,0.0190157061628594,[]
2012-04-11,181.0,182.4,177.95,179.99,2697969,218.21,151.31,33.4377670179436,-2.813188511588038,-2.1832833268119543,201.4847122428039,174.74228775719612,0.3595876359438687,10.408163265306216,11.401451958162909,-1389860,-2.813188511588038,-1.5016444414471413,-1.158167526225597,188.1135,186.4490155014801,0.382107682266311,0.4155170064139282,0.0172333691985025,-0.0453607074777712,0.0190157061628594,[]
2012-04-12,181.34,184.7,180.02,182.51,2609454,218.21,151.31,31.766423357664195,-2.7657309399741337,-2.2997728494443903,200.62652834640025,174.32547165359975,0.3353297303957666,23.265306122448965,14.378651796664933,1219594,-2.7657309399741337,-1.479137310204058,-1.2223614830212892,187.476,186.07387116800584,0.382107682266311,0.4155170064139282,0.0172333691985025,-0.0453607074777712,0.0190157061628594,[]
2012-04-13,184.0,186.18,179.2,180.5,1709609,218.21,151.31,35.89574397888481,-2.8573726609037067,-2.4112928117362538,196.71137800616265,175.75962199383736,0.3363119303249901,18.008474576271237,17.22731465467547,-490015,-2.8573726609037067,-1.5320827349439452,-1.2843057334058203,186.2355,185.54302629486244,0.382107682266311,0.4155170064139282,0.0172333691985025,-0.0453607074777712,0.0190157061628594,[]
2012-04-16,179.0,185.37,178.78,184.75,1592794,218.21,151.31,41.68667466986796,-2.557577739570405,-2.4405497973030843,193.98035114734,177.03164885266,0.3439013579962143,54.40000000000009,31.89126023290676,1102779,-2.557577739570405,-1.3722921300349236,-1.3019030127316409,185.506,185.46749998106603,0.382107682266311,0.4155170064139282,0.0172333691985025,-0.0453607074777712,0.0190157061628594,[]
2012-04-17,186.0,188.2,181.31,185.78,3152014,218.21,151.31,56.66540068363082,-2.2113842514651765,-2.394716688135502,192.93626931377565,177.3847306862244,0.3439413202389952,75.07190795781406,49.16012751136179,4254793,-2.2113842514651765,-1.186818366024533,-1.2788860833902194,185.1605,185.4972618876312,0.382107682266311,0.4155170064139282,0.0172333691985025,-0.0453607074777712,0.0190157061628594,[]
